"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	25	116943	21.38
	"Alabama"	"01"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	19	83523	22.75
"Total"	"Alabama"	"01"	"2018"	"2018"	"Female"	"F"			140	2553156	5.48
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	29826	0.00
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	17	167098	10.17
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	23	153993	14.94
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	18	128319	14.03
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	26	99545	26.12
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	18	39447	45.63
"Total"	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"			158	2422906	6.52
"Total"	"Alabama"	"01"	"2018"	"2018"					298	4976062	5.99
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	27693	0.00
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	0	116664	0.00
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	0	168824	0.00
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	0	159496	0.00
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	21	170257	12.33
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	18	148465	12.12
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	16	122359	13.08
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	23	86196	26.68
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	24	59552	40.30
"Total"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"			138	2566696	5.38
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	29063	0.00
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	0	121376	0.00
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	0	168495	0.00
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	0	167982	0.00
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	0	153377	0.00
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	24	167785	14.30
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	29	155993	18.59
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	26	130749	19.89
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	24	103975	23.08
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	20	67637	29.57
"Total"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"			171	2436554	7.02
"Total"	"Alabama"	"01"	"2019"	"2019"					309	5003250	6.18
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	0	27444	0.00
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	0	115428	0.00
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	158910	0.00
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	0	169389	0.00
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	20	171831	11.64
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	24	152218	15.77
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	21	127768	16.44
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"75-79 years"	"75-79"	24	88556	27.10
	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	16	62411	25.64
"Total"	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"			148	2581772	5.73
	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	0	169700	0.00
	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	17	166463	10.21
	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	24	158102	15.18
	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	32	133788	23.92
	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	24	108610	22.10
	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	20	69529	28.76
"Total"	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"			167	2449590	6.82
"Total"	"Alabama"	"01"	"2020"	"2020"					315	5031362	6.26
	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	0	27817	0.00
	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"	"10-14 years"	"10-14"	0	157496	0.00
	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"	"25-29 years"	"25-29"	0	161830	0.00
	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"	"60-64 years "	"60-64"	17	172850	9.84
	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"	"65-69 years"	"65-69"	20	155074	12.90
	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"	"70-74 years"	"70-74"	30	133221	22.52
"Total"	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"			143	2593360	5.51
	"Alabama"	"01"	"2021"	"2021"	"Male"	"M"	"< 1 year"	"1"	0	28870	0.00
	"Alabama"	"01"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	28	159073	17.60
	"Alabama"	"01"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	17	136060	12.49
	"Alabama"	"01"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	32	112316	28.49
"Total"	"Alabama"	"01"	"2021"	"2021"	"Male"	"M"			164	2456486	6.68
"Total"	"Alabama"	"01"	"2021"	"2021"					307	5049846	6.08
"Total"	"Alabama"	"01"							5924	109250497	5.42
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	4427	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	0	18915	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"5-9 years"	"5-9"	0	26893	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"10-14 years"	"10-14"	0	27178	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	0	23567	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	0	20053	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	0	23259	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"35-39 years"	"35-39"	0	28001	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"40-44 years"	"40-44"	0	28816	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"45-49 years"	"45-49"	0	25028	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"65-69 years"	"65-69"	0	6069	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"80-84 years"	"80-84"	0	2061	0.00
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	"85+ years"	"85+"	0	1627	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	0	4838	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	0	19756	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	0	28288	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"10-14 years"	"10-14"	0	28699	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"25-29 years"	"25-29"	0	21634	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"35-39 years"	"35-39"	0	29718	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"40-44 years"	"40-44"	0	30346	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"45-49 years"	"45-49"	0	27512	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"50-54 years"	"50-54"	0	21319	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"65-69 years"	"65-69"	0	6150	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"75-79 years"	"75-79"	0	2930	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"80-84 years"	"80-84"	0	1466	0.00
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	0	834	0.00
"Total"	"Alaska"	"02"	"1999"	"1999"					19	624779	3.04
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	0	4509	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"1-4 years"	"1-4"	0	18643	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	0	26087	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	0	27698	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	0	23780	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	0	18825	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"25-29 years"	"25-29"	0	20624	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"30-34 years"	"30-34"	0	22298	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"35-39 years"	"35-39"	0	27050	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"55-59 years"	"55-59"	0	12801	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"60-64 years "	"60-64"	0	8158	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"75-79 years"	"75-79"	0	3839	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"80-84 years"	"80-84"	0	2209	0.00
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	"85+ years"	"85+"	0	1754	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	0	4936	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	0	19440	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"5-9 years"	"5-9"	0	27352	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"10-14 years"	"10-14"	0	29163	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"15-19 years"	"15-19"	0	26446	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"20-24 years"	"20-24"	0	21406	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	0	24039	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"35-39 years"	"35-39"	0	28470	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"40-44 years"	"40-44"	0	29884	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"50-54 years"	"50-54"	0	22544	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"65-69 years"	"65-69"	0	6439	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"80-84 years"	"80-84"	0	1552	0.00
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	0	912	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	4696	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	0	25029	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"10-14 years"	"10-14"	0	27875	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"20-24 years"	"20-24"	0	19668	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"25-29 years"	"25-29"	0	19809	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"30-34 years"	"30-34"	0	22326	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"45-49 years"	"45-49"	0	26531	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"55-59 years"	"55-59"	0	13532	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"60-64 years "	"60-64"	0	8668	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"70-74 years"	"70-74"	0	5217	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"75-79 years"	"75-79"	0	3975	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"80-84 years"	"80-84"	0	2373	0.00
	"Alaska"	"02"	"2001"	"2001"	"Female"	"F"	"85+ years"	"85+"	0	1900	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	5130	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	0	19203	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	0	26283	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	0	29202	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"15-19 years"	"15-19"	0	27757	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"20-24 years"	"20-24"	0	22934	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"25-29 years"	"25-29"	0	21339	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"35-39 years"	"35-39"	0	27200	0.00
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	"70-74 years"	"70-74"	0	5084	0.00
"Total"	"Alaska"	"02"	"2001"	"2001"					22	633714	3.47
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	0	4748	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"1-4 years"	"1-4"	0	18227	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	0	24461	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	0	28037	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"15-19 years"	"15-19"	0	25215	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	0	20669	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"30-34 years"	"30-34"	0	22073	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"55-59 years"	"55-59"	0	14975	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"60-64 years "	"60-64"	0	9395	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"80-84 years"	"80-84"	0	2568	0.00
	"Alaska"	"02"	"2002"	"2002"	"Female"	"F"	"85+ years"	"85+"	0	2003	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	4947	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"1-4 years"	"1-4"	0	19515	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"5-9 years"	"5-9"	0	25485	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"10-14 years"	"10-14"	0	29412	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"15-19 years"	"15-19"	0	28438	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"20-24 years"	"20-24"	0	24615	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"30-34 years"	"30-34"	0	23424	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"35-39 years"	"35-39"	0	26071	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"75-79 years"	"75-79"	0	3383	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"80-84 years"	"80-84"	0	1757	0.00
	"Alaska"	"02"	"2002"	"2002"	"Male"	"M"	"85+ years"	"85+"	0	982	0.00
"Total"	"Alaska"	"02"	"2002"	"2002"					20	642337	3.11
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	4746	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"1-4 years"	"1-4"	0	18144	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	0	23897	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"10-14 years"	"10-14"	0	27729	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"15-19 years"	"15-19"	0	25514	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"20-24 years"	"20-24"	0	21783	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"25-29 years"	"25-29"	0	20234	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"30-34 years"	"30-34"	0	21873	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"40-44 years"	"40-44"	0	27668	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"45-49 years"	"45-49"	0	27701	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"50-54 years"	"50-54"	0	22656	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"60-64 years "	"60-64"	0	10294	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"65-69 years"	"65-69"	0	6867	0.00
	"Alaska"	"02"	"2003"	"2003"	"Female"	"F"	"85+ years"	"85+"	0	2119	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	5084	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"1-4 years"	"1-4"	0	19636	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"10-14 years"	"10-14"	0	29203	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"15-19 years"	"15-19"	0	28562	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	0	25950	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"25-29 years"	"25-29"	0	21180	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"30-34 years"	"30-34"	0	23085	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"40-44 years"	"40-44"	0	28257	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"55-59 years"	"55-59"	0	18313	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"70-74 years"	"70-74"	0	5193	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"75-79 years"	"75-79"	0	3486	0.00
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	0	1045	0.00
"Total"	"Alaska"	"02"	"2003"	"2003"					19	648414	2.93
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	4876	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"1-4 years"	"1-4"	0	18473	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"5-9 years"	"5-9"	0	23417	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	0	27647	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	0	25744	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	22888	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	20752	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"30-34 years"	"30-34"	0	21624	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"35-39 years"	"35-39"	0	22958	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"50-54 years"	"50-54"	0	23631	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"60-64 years "	"60-64"	0	11240	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"75-79 years"	"75-79"	0	4219	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"80-84 years"	"80-84"	0	2908	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	0	2198	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	5083	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"1-4 years"	"1-4"	0	19825	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"5-9 years"	"5-9"	0	24609	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	0	28775	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	0	28868	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	0	22017	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"30-34 years"	"30-34"	0	22854	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"70-74 years"	"70-74"	0	5328	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"85+ years"	"85+"	0	1120	0.00
"Total"	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"			18	341479	5.27
"Total"	"Alaska"	"02"	"2004"	"2004"					24	659286	3.64
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	4891	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	0	18712	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"5-9 years"	"5-9"	0	22985	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"10-14 years"	"10-14"	0	26752	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"25-29 years"	"25-29"	0	21690	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"30-34 years"	"30-34"	0	21308	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"35-39 years"	"35-39"	0	22382	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"40-44 years"	"40-44"	0	26611	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"45-49 years"	"45-49"	0	27783	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"50-54 years"	"50-54"	0	24795	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"60-64 years "	"60-64"	0	12052	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"65-69 years"	"65-69"	0	7332	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"80-84 years"	"80-84"	0	3024	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"85+ years"	"85+"	0	2395	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"< 1 year"	"1"	0	5306	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"1-4 years"	"1-4"	0	20020	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"5-9 years"	"5-9"	0	24456	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"15-19 years"	"15-19"	0	28762	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	0	29526	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"25-29 years"	"25-29"	0	22729	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"30-34 years"	"30-34"	0	22431	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"45-49 years"	"45-49"	0	29701	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"70-74 years"	"70-74"	0	5372	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"85+ years"	"85+"	0	1218	0.00
"Total"	"Alaska"	"02"	"2005"	"2005"					21	666946	3.15
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	4798	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"1-4 years"	"1-4"	0	19113	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"5-9 years"	"5-9"	0	23099	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"10-14 years"	"10-14"	0	26181	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	26323	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	0	24261	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"25-29 years"	"25-29"	0	22535	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	0	21020	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"35-39 years"	"35-39"	0	22738	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"45-49 years"	"45-49"	0	27809	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"50-54 years"	"50-54"	0	25720	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"55-59 years"	"55-59"	0	19696	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"70-74 years"	"70-74"	0	5854	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"80-84 years"	"80-84"	0	3026	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	5417	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	0	20113	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"5-9 years"	"5-9"	0	24964	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"10-14 years"	"10-14"	0	27063	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	0	28797	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	0	29820	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"30-34 years"	"30-34"	0	22349	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"35-39 years"	"35-39"	0	23895	0.00
