"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"55-59 years"	"55-59"	0	17130	0.00
	"Alaska"	"02"	"2004"	"2004"	"Female"	"F"	"75-79 years"	"75-79"	0	4219	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	5083	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"1-4 years"	"1-4"	0	19825	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	0	28868	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"45-49 years"	"45-49"	0	29626	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"70-74 years"	"70-74"	0	5328	0.00
	"Alaska"	"02"	"2004"	"2004"	"Male"	"M"	"85+ years"	"85+"	0	1120	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	4891	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	0	18712	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"10-14 years"	"10-14"	0	26752	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	0	23591	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"25-29 years"	"25-29"	0	21690	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"35-39 years"	"35-39"	0	22382	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"60-64 years "	"60-64"	0	12052	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"65-69 years"	"65-69"	0	7332	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"80-84 years"	"80-84"	0	3024	0.00
	"Alaska"	"02"	"2005"	"2005"	"Female"	"F"	"85+ years"	"85+"	0	2395	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"< 1 year"	"1"	0	5306	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"1-4 years"	"1-4"	0	20020	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"10-14 years"	"10-14"	0	27892	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"15-19 years"	"15-19"	0	28762	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	0	29526	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"25-29 years"	"25-29"	0	22729	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"30-34 years"	"30-34"	0	22431	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"35-39 years"	"35-39"	0	24084	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"40-44 years"	"40-44"	0	27518	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"55-59 years"	"55-59"	0	21600	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"70-74 years"	"70-74"	0	5372	0.00
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	"80-84 years"	"80-84"	0	2113	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	4798	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"1-4 years"	"1-4"	0	19113	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	26323	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	0	24261	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"25-29 years"	"25-29"	0	22535	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	0	21020	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"40-44 years"	"40-44"	0	25488	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"45-49 years"	"45-49"	0	27809	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"65-69 years"	"65-69"	0	7752	0.00
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	"80-84 years"	"80-84"	0	3026	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	5417	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	0	20113	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"5-9 years"	"5-9"	0	24964	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"10-14 years"	"10-14"	0	27063	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	0	29820	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"40-44 years"	"40-44"	0	26561	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"65-69 years"	"65-69"	0	8917	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"75-79 years"	"75-79"	0	4058	0.00
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	"85+ years"	"85+"	0	1283	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	0	5143	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	0	19101	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	0	26055	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	0	24336	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	0	20973	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	0	22611	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"75-79 years"	"75-79"	0	4465	0.00
	"Alaska"	"02"	"2007"	"2007"	"Female"	"F"	"85+ years"	"85+"	0	2660	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	0	5507	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"10-14 years"	"10-14"	0	26380	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	0	28666	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"60-64 years "	"60-64"	0	15686	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"65-69 years"	"65-69"	0	9607	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"75-79 years"	"75-79"	0	4050	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"80-84 years"	"80-84"	0	2292	0.00
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	"85+ years"	"85+"	0	1345	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	5188	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"5-9 years"	"5-9"	0	23077	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	0	24933	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	0	23984	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	0	24323	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	0	23185	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"60-64 years "	"60-64"	0	14672	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"80-84 years"	"80-84"	0	3127	0.00
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	0	2803	0.00
	"Alaska"	"02"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	0	5627	0.00
	"Alaska"	"02"	"2008"	"2008"	"Male"	"M"	"5-9 years"	"5-9"	0	25155	0.00
	"Alaska"	"02"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	0	30307	0.00
	"Alaska"	"02"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	0	23883	0.00
	"Alaska"	"02"	"2008"	"2008"	"Male"	"M"	"65-69 years"	"65-69"	0	10434	0.00
	"Alaska"	"02"	"2008"	"2008"	"Male"	"M"	"85+ years"	"85+"	0	1482	0.00
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	0	5341	0.00
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	0	24144	0.00
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	0	26861	0.00
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	"50-54 years"	"50-54"	0	27184	0.00
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	"80-84 years"	"80-84"	0	3246	0.00
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	"85+ years"	"85+"	0	2922	0.00
	"Alaska"	"02"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	5735	0.00
	"Alaska"	"02"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	0	26125	0.00
	"Alaska"	"02"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	0	27717	0.00
	"Alaska"	"02"	"2009"	"2009"	"Male"	"M"	"80-84 years"	"80-84"	0	2508	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	5396	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	0	20981	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	0	24754	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	0	24872	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	0	24962	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"65-69 years"	"65-69"	0	10621	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"75-79 years"	"75-79"	0	4759	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"80-84 years"	"80-84"	0	3390	0.00
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	0	3082	0.00
	"Alaska"	"02"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	0	5650	0.00
	"Alaska"	"02"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	0	26196	0.00
	"Alaska"	"02"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	0	23750	0.00
	"Alaska"	"02"	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	0	21164	0.00
	"Alaska"	"02"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	0	24806	0.00
	"Alaska"	"02"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	0	24078	0.00
	"Alaska"	"02"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	0	25088	0.00
	"Alaska"	"02"	"2011"	"2011"	"Female"	"F"	"75-79 years"	"75-79"	0	4839	0.00
	"Alaska"	"02"	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	0	26221	0.00
	"Alaska"	"02"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	0	26742	0.00
	"Alaska"	"02"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	0	30461	0.00
	"Alaska"	"02"	"2011"	"2011"	"Male"	"M"	"75-79 years"	"75-79"	0	4318	0.00
	"Alaska"	"02"	"2011"	"2011"	"Male"	"M"	"85+ years"	"85+"	0	1750	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	5474	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	0	21181	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	0	25241	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"10-14 years"	"10-14"	0	24800	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	0	23742	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	0	24890	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	0	22530	0.00
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	"80-84 years"	"80-84"	0	3532	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	5590	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"5-9 years"	"5-9"	0	26524	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	0	26248	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	0	32567	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	0	31235	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	0	23556	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	0	24846	0.00
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	0	1791	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	0	5458	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	0	21327	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	0	24716	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	0	23425	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	0	27837	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	0	22238	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"70-74 years"	"70-74"	0	8021	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"75-79 years"	"75-79"	0	5125	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"80-84 years"	"80-84"	0	3606	0.00
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	0	3432	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	5793	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	0	22669	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"5-9 years"	"5-9"	0	26619	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	0	25992	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	0	24036	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"70-74 years"	"70-74"	0	8546	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"80-84 years"	"80-84"	0	2849	0.00
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	0	1929	0.00
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	0	5531	0.00
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	0	21300	0.00
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	0	23139	0.00
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	0	26341	0.00
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	0	21967	0.00
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	"70-74 years"	"70-74"	0	8574	0.00
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	0	5778	0.00
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	0	26656	0.00
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	0	25680	0.00
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	0	32378	0.00
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	0	15291	0.00
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"80-84 years"	"80-84"	0	2895	0.00
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	0	2036	0.00
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	5499	0.00
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	0	24397	0.00
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	0	22806	0.00
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	0	26663	0.00
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	0	22574	0.00
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	0	21408	0.00
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	"80-84 years"	"80-84"	0	3746	0.00
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	5689	0.00
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	0	25671	0.00
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	0	34203	0.00
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	0	23423	0.00
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	"85+ years"	"85+"	0	2193	0.00
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	0	5385	0.00
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	0	21278	0.00
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"5-9 years"	"5-9"	0	25186	0.00
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	0	28659	0.00
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	0	27192	0.00
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	0	3865	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	0	5750	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	0	25479	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	0	22947	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"85+ years"	"85+"	0	2295	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	0	5196	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"5-9 years"	"5-9"	0	25174	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"10-14 years"	"10-14"	0	24615	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	0	23268	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	0	28698	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	0	24139	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	0	20291	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	0	4002	0.00
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"5-9 years"	"5-9"	0	26872	0.00
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	0	26862	0.00
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	0	6161	0.00
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	0	2365	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	4942	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"5-9 years"	"5-9"	0	25105	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"10-14 years"	"10-14"	0	24461	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	0	27904	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	0	20354	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	0	20581	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	0	23428	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	0	4194	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	5245	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	0	26652	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	0	30435	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	0	32655	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	0	27654	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	0	22950	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	0	23473	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	0	3409	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	4706	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	0	19848	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	0	21898	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	0	27277	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	0	25090	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	0	11778	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	0	4327	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	4955	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	0	26264	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	0	24595	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	0	29922	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	0	28231	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	0	22960	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	0	12695	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"5-9 years"	"5-9"	0	24960	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	24173	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	0	22045	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	0	21700	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"25-29 years"	"25-29"	0	26098	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"30-34 years"	"30-34"	0	27206	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"35-39 years"	"35-39"	0	25440	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"45-49 years"	"45-49"	0	19439	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"80-84 years"	"80-84"	0	4415	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	0	4426	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	0	4863	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"5-9 years"	"5-9"	0	26026	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"10-14 years"	"10-14"	0	26142	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	0	24508	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	0	29589	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	0	31044	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"45-49 years"	"45-49"	0	22446	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	0	22847	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"85+ years"	"85+"	0	2656	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	0	4677	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"5-9 years"	"5-9"	0	24830	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"10-14 years"	"10-14"	0	24275	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"20-24 years"	"20-24"	0	22259	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"25-29 years"	"25-29"	0	25275	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"35-39 years"	"35-39"	0	25740	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"40-44 years"	"40-44"	0	21807	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"45-49 years"	"45-49"	0	18888	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"55-59 years"	"55-59"	0	21268	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"80-84 years"	"80-84"	0	4722	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"85+ years"	"85+"	0	4529	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"< 1 year"	"1"	0	4774	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"20-24 years"	"20-24"	0	30149	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"25-29 years"	"25-29"	0	30539	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"40-44 years"	"40-44"	0	24785	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	0	14514	0.00
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	37892	0.00
